time,food,quantity,calories,protein,fibre,carbs,fat,date,weekday,source_sheet
,Oats,60.0,253.2,5.22,6.96,26.82,2.4,2026-04-17,Friday,13APR26
,Chia Seeds,15.0,64.05,2.895,4.905,1.305,4.2,2026-04-17,Friday,13APR26
,Protein Powder,25.0,113.99999999999999,22.0,0.0,2.1999999999999997,1.9,2026-04-17,Friday,13APR26
,Frozen Berries,60.0,30,0.36,4.26,10.260000000000002,0.24,2026-04-17,Friday,13APR26
,Greek Yoghurt 0%,125.0,63.75,22.625,0.0,4.0,0.0,2026-04-17,Friday,13APR26
,Light Milk (100ml),1.2,56.4,4.2,0.0,5.88,1.7999999999999998,2026-04-17,Friday,13APR26
,Salmon Darne (100g),,0,0.0,0.0,0.0,0.0,2026-04-17,Friday,13APR26
,Egg (Hardboiled),5.0,400,32.5,0.0,5.0,25.0,2026-04-17,Friday,13APR26
,Soup of the Day (SAP),1.5,300,9.0,9.0,48.0,7.5,2026-04-21,Tuesday,20APR26
,Chicken Tikka and Rice with Poppadom and Chutney,1.0,400,30.0,4.0,40.0,10.0,2026-04-21,Tuesday,20APR26
,Tray Bake ,1.1,308,5.5,1.1,35.2,16.5,2026-04-21,Tuesday,20APR26
,Egg (Hardboiled),3.0,240,19.5,0.0,3.0,15.0,2026-04-21,Tuesday,20APR26
,Banana,1.0,105,1.3,3.0,27.0,0.3,2026-04-21,Tuesday,20APR26
,Padding,3.0,300,0.0,0.0,75.0,0.0,2026-04-21,Tuesday,20APR26
,Oats,60.0,253.2,5.22,6.96,26.82,2.4,2026-04-21,Tuesday,20APR26
,Chia Seeds,15.0,64.05,2.895,4.905,1.305,4.2,2026-04-21,Tuesday,20APR26
,Protein Powder,25.0,113.99999999999999,22.0,0.0,2.1999999999999997,1.9,2026-04-21,Tuesday,20APR26
,Frozen Berries,60.0,30,0.36,4.26,10.260000000000002,0.24,2026-04-21,Tuesday,20APR26
,Greek Yoghurt 0%,125.0,63.75,22.625,0.0,4.0,0.0,2026-04-21,Tuesday,20APR26
,Light Milk (100ml),1.2,56.4,4.2,0.0,5.88,1.7999999999999998,2026-04-21,Tuesday,20APR26
,Egg (Hardboiled),1.0,80,6.5,0.0,1.0,5.0,2026-04-21,Tuesday,20APR26
,Clear Whey,1.5,132,30.0,0.0,0.0,0.0,2026-04-21,Tuesday,20APR26
,Mixed Chicken,50.0,80,11.4,0.0,0.0,2.8000000000000003,2026-04-21,Tuesday,20APR26
06:15:00,Banana,1.0,105,1.3,3.0,27.0,0.3,2026-04-22,Wednesday,20APR26
,White Bread (Slice),2.0,180,6.0,2.0,30.0,2.0,2026-04-22,Wednesday,20APR26
,Clear Whey,1.2,105.6,24.0,0.0,0.0,0.0,2026-04-22,Wednesday,20APR26
09:00:00,Oats,60.0,253.2,5.22,6.96,26.82,2.4,2026-04-22,Wednesday,20APR26
16:00:00,Chia Seeds,15.0,64.05,2.895,4.905,1.305,4.2,2026-04-22,Wednesday,20APR26
,Protein Powder,25.0,113.99999999999999,22.0,0.0,2.1999999999999997,1.9,2026-04-22,Wednesday,20APR26
,Frozen Berries,60.0,30,0.36,4.26,10.260000000000002,0.24,2026-04-22,Wednesday,20APR26
,Greek Yoghurt 0%,125.0,63.75,22.625,0.0,4.0,0.0,2026-04-22,Wednesday,20APR26
,Light Milk (100ml),1.2,56.4,4.2,0.0,5.88,1.7999999999999998,2026-04-22,Wednesday,20APR26
12:00:00,Soup of the Day (SAP),1.5,300,9.0,9.0,48.0,7.5,2026-04-22,Wednesday,20APR26
,Chicken Tikka and Rice with Poppadom and Chutney,1.5,600,45.0,6.0,60.0,15.0,2026-04-22,Wednesday,20APR26
,Tray Bake ,1.0,280,5.0,1.0,32.0,15.0,2026-04-22,Wednesday,20APR26
19:00:00,Aldi White Chocolate Strawberry Egg (100g),1.0,559,6.0,0.4,55.1,34.9,2026-04-22,Wednesday,20APR26
,Apple Tart,1.0,254,3.3,0.5,43.0,7.5,2026-04-22,Wednesday,20APR26
,Mixed Chicken,50.0,80,11.4,0.0,0.0,2.8000000000000003,2026-04-22,Wednesday,20APR26
12:00:00,White Wrap,2.0,360,12.0,4.0,56.0,8.0,2026-04-23,Thursday,20APR26
,Soy Marinated Fish with Potatoes and Peas,1.0,650,38.0,5.0,50.0,25.0,2026-04-23,Thursday,20APR26
16:00:00,Traditional Chicken Salad Bowl (No Coleslaw No Mayo),1.0,360,30.0,4.0,20.0,15.0,2026-04-23,Thursday,20APR26
,Banana,1.0,105,1.3,3.0,27.0,0.3,2026-04-23,Thursday,20APR26
08:30:00,Oats,45.0,189.89999999999998,3.9149999999999996,5.220000000000001,20.115000000000002,1.8,2026-04-23,Thursday,20APR26
14:30:00,Chia Seeds,15.0,64.05,2.895,4.905,1.305,4.2,2026-04-23,Thursday,20APR26
17:30:00,Protein Powder,25.0,113.99999999999999,22.0,0.0,2.1999999999999997,1.9,2026-04-23,Thursday,20APR26
,Frozen Berries,50.0,25,0.3,3.55,8.55,0.2,2026-04-23,Thursday,20APR26
,Greek Yoghurt 0%,200.0,102,36.199999999999996,0.0,6.4,0.0,2026-04-23,Thursday,20APR26
,Light Milk (100ml),1.2,56.4,4.2,0.0,5.88,1.7999999999999998,2026-04-23,Thursday,20APR26
,Striploin Steak (100g),0.9,180,18.900000000000002,0.0,0.0,11.700000000000001,2026-04-23,Thursday,20APR26
,Fried Egg (no oil),4.0,360,25.2,0.0,1.2,28.0,2026-04-25,Saturday,20APR26
,Sausage,3.0,450,18.0,0.0,1.98,39.0,2026-04-25,Saturday,20APR26
,Rasher,3.0,210,15.0,0.0,0.0,18.0,2026-04-25,Saturday,20APR26
,Green Apple,2.0,190,0.0,8.0,50.0,0.0,2026-04-25,Saturday,20APR26
,White Bread (Slice),2.0,180,6.0,2.0,30.0,2.0,2026-04-25,Saturday,20APR26
,Olive Oil (1 tbsp),2.0,238,0.0,0.0,0.0,27.0,2026-04-25,Saturday,20APR26
,Deli Wrap (Whole Chicken),1.0,625,60.0,3.0,50.0,19.0,2026-04-27,Monday,27APR26
,Tayto Bag,2.0,516,5.0,4.0,46.0,34.2,2026-04-27,Monday,27APR26
,Oats,90.0,379.79999999999995,7.829999999999999,10.440000000000001,40.230000000000004,3.6,2026-04-27,Monday,27APR26
,Chia Seeds,30.0,128.1,5.79,9.81,2.61,8.4,2026-04-27,Monday,27APR26
,Protein Powder,50.0,227.99999999999997,44.0,0.0,4.3999999999999995,3.8,2026-04-27,Monday,27APR26
,Frozen Berries,100.0,50,0.6,7.1,17.1,0.4,2026-04-27,Monday,27APR26
,Greek Yoghurt 0%,400.0,204,72.39999999999999,0.0,12.8,0.0,2026-04-27,Monday,27APR26
,Light Milk (100ml),2.4,112.8,8.4,0.0,11.76,3.5999999999999996,2026-04-27,Monday,27APR26
12:00:00,Jerk Chicken,1.0,500,45.0,8.0,30.0,15.0,2026-04-28,Tuesday,27APR26
,Corn on the Cob Tandoori,1.0,200,4.0,3.0,35.0,7.0,2026-04-28,Tuesday,27APR26
,Melon Bowl,1.0,60,1.0,1.0,15.0,1.0,2026-04-28,Tuesday,27APR26
13:20:00,Banana,1.0,105,1.3,3.0,27.0,0.3,2026-04-28,Tuesday,27APR26
14:30:00,Banana,1.0,105,1.3,3.0,27.0,0.3,2026-04-28,Tuesday,27APR26
16:30:00,Skinless Pollock (100g),2.7,191.70000000000002,43.2,0.0,0.0,2.16,2026-04-28,Tuesday,27APR26
,Egg (Hardboiled),1.0,80,6.5,0.0,1.0,5.0,2026-04-28,Tuesday,27APR26
,Mixed Chicken,50.0,80,11.4,0.0,0.0,2.8000000000000003,2026-04-28,Tuesday,27APR26
20:00:00,Fried Egg (no oil),2.0,180,12.6,0.0,0.6,14.0,2026-04-28,Tuesday,27APR26
,Light Milk (100ml),9.0,423,31.5,0.0,44.1,13.5,2026-04-28,Tuesday,27APR26
,Fried Egg White,3.0,51,10.8,0.0,0.0,0.30000000000000004,2026-04-28,Tuesday,27APR26
06:00:00,Banana,1.0,105,1.3,3.0,27.0,0.3,2026-04-29,Wednesday,27APR26
,White Wrap,1.0,180,6.0,2.0,28.0,4.0,2026-04-29,Wednesday,27APR26
,Lucozade,3.5,129.5,0.0,0.0,28.0,3.5,2026-04-29,Wednesday,27APR26
09:00:00,Oats,45.0,189.89999999999998,3.9149999999999996,5.220000000000001,20.115000000000002,1.8,2026-04-29,Wednesday,27APR26
,Chia Seeds,15.0,64.05,2.895,4.905,1.305,4.2,2026-04-29,Wednesday,27APR26
,Protein Powder,25.0,113.99999999999999,22.0,0.0,2.1999999999999997,1.9,2026-04-29,Wednesday,27APR26
,Frozen Berries,50.0,25,0.3,3.55,8.55,0.2,2026-04-29,Wednesday,27APR26
,Greek Yoghurt 0%,150.0,76.5,27.15,0.0,4.8,0.0,2026-04-29,Wednesday,27APR26
,Light Milk (100ml),1.5,70.5,5.25,0.0,7.3500000000000005,2.25,2026-04-29,Wednesday,27APR26
12:00:00,Jerk Chicken,1.0,500,45.0,8.0,30.0,15.0,2026-04-29,Wednesday,27APR26
,Corn on the Cob Tandoori,1.0,200,4.0,3.0,35.0,7.0,2026-04-29,Wednesday,27APR26
,Mixed Leaves (SAP),0.15,30,0.3,0.525,1.5,1.2,2026-04-29,Wednesday,27APR26
,Clear Whey,1.2,105.6,24.0,0.0,0.0,0.0,2026-04-29,Wednesday,27APR26
19:30:00,Fried Egg (no oil),3.0,270,18.9,0.0,0.8999999999999999,21.0,2026-04-29,Wednesday,27APR26
,Fried Egg White,2.0,34,7.2,0.0,0.0,0.2,2026-04-29,Wednesday,27APR26
,ATU Cookie,0.5,205,2.5,1.0,27.5,9.0,2026-04-29,Wednesday,27APR26
,Fried Egg (no oil),5.0,450,31.5,0.0,1.5,35.0,2026-04-30,Thursday,27APR26
,White Bread (Slice),5.0,450,15.0,5.0,75.0,5.0,2026-04-30,Thursday,27APR26
,Olive Oil (1 tbsp),0.5,59.5,0.0,0.0,0.0,6.75,2026-04-30,Thursday,27APR26
,Banana,1.0,105,1.3,3.0,27.0,0.3,2026-04-30,Thursday,27APR26
,Protein Bar,1.0,211,21.0,0.0,20.0,10.0,2026-04-30,Thursday,27APR26
,cowbelle protein drink,2.0,398,51.0,0.0,43.0,2.4,2026-04-30,Thursday,27APR26
,Padding,2.0,200,0.0,0.0,0.0,0.0,2026-04-30,Thursday,27APR26
,McNugget (1),10.0,430,23.0,0.0,25.0,25.0,2026-04-30,Thursday,27APR26
,Chicken Goujon Caesar Wrap and Chips (Huntsmen Inn),1.0,1320,51.0,6.0,110.0,74.0,2026-05-01,Friday,27APR26
,Oats,40.0,168.79999999999998,3.4799999999999995,4.640000000000001,17.88,1.6,2026-05-01,Friday,27APR26
,Chia Seeds,15.0,64.05,2.895,4.905,1.305,4.2,2026-05-01,Friday,27APR26
,Protein Powder,24.0,109.44,21.12,0.0,2.112,1.8239999999999998,2026-05-01,Friday,27APR26
,Greek Yoghurt 0%,125.0,63.75,22.625,0.0,4.0,0.0,2026-05-01,Friday,27APR26
,Light Milk (100ml),1.0,47,3.5,0.0,4.9,1.5,2026-05-01,Friday,27APR26
,Lidl Milbona High-Protein Pudding 200g,3.0,480,60.0,0.0,30.0,10.5,2026-05-01,Friday,27APR26
,Protein Powder,40.0,182.39999999999998,35.2,0.0,3.5199999999999996,3.04,2026-05-02,Saturday,27APR26
,Iced Matcha ,1.0,140,3.0,0.0,25.0,3.0,2026-05-02,Saturday,27APR26
,Lidl High protein chicken wrap,1.0,369,24.0,2.0,54.0,11.0,2026-05-02,Saturday,27APR26
,Oats,40.0,168.79999999999998,3.4799999999999995,4.640000000000001,17.88,1.6,2026-05-02,Saturday,27APR26
,Chia Seeds,15.0,64.05,2.895,4.905,1.305,4.2,2026-05-02,Saturday,27APR26
,Protein Powder,25.0,113.99999999999999,22.0,0.0,2.1999999999999997,1.9,2026-05-02,Saturday,27APR26
,Greek Yoghurt 0%,125.0,63.75,22.625,0.0,4.0,0.0,2026-05-02,Saturday,27APR26
,Light Milk (100ml),1.0,47,3.5,0.0,4.9,1.5,2026-05-02,Saturday,27APR26
,Fried Egg (no oil),5.0,450,31.5,0.0,1.5,35.0,2026-05-02,Saturday,27APR26
,Polish Pepperami,1.0,147,7.4,0.0,1.4,12.5,2026-05-02,Saturday,27APR26
,"Hake with Lemon and Garlic (Aldi, 100g)",1.25,146.25,22.25,0.0,1.125,5.875,2026-05-02,Saturday,27APR26
,Sweet Potato (100g) ,0.6435,55.340999999999994,1.0296,1.9304999999999999,12.87,0.06435,2026-05-02,Saturday,27APR26
,Oats,57.0,240.54,4.959,6.612,25.479,2.2800000000000002,2026-05-03,Sunday,27APR26
,Chia Seeds,15.0,64.05,2.895,4.905,1.305,4.2,2026-05-03,Sunday,27APR26
,Protein Powder,37.5,170.99999999999997,33.0,0.0,3.3,2.85,2026-05-03,Sunday,27APR26
,Greek Yoghurt 0%,150.0,76.5,27.15,0.0,4.8,0.0,2026-05-03,Sunday,27APR26
,Clonbawn Protein Milk 100ml,1.5,72,7.6499999999999995,0.0,7.3500000000000005,1.35,2026-05-03,Sunday,27APR26
,Green Apple,0.6,57,0.0,2.4,15.0,0.0,2026-05-03,Sunday,27APR26
,Centra Salted Caramel Protein Pudding,3.0,462,60.0,0.0,54.0,1.5,2026-05-03,Sunday,27APR26
,Fried Egg (no oil),4.0,360,25.2,0.0,1.2,28.0,2026-05-03,Sunday,27APR26
,Egg Yolk,3.0,180,9.0,0.0,0.0,18.0,2026-05-03,Sunday,27APR26
,Spiced Rum (35ml),18.0,1350,0.0,0.0,0.0,0.0,2026-05-03,Sunday,27APR26
,Oats,57.0,240.54,4.959,6.612,25.479,2.2800000000000002,2026-05-05,Tuesday,04MAY26
,Chia Seeds,15.0,64.05,2.895,4.905,1.305,4.2,2026-05-05,Tuesday,04MAY26
,Protein Powder,37.5,170.99999999999997,33.0,0.0,3.3,2.85,2026-05-05,Tuesday,04MAY26
,Greek Yoghurt 0%,150.0,76.5,27.15,0.0,4.8,0.0,2026-05-05,Tuesday,04MAY26
,Clonbawn Protein Milk 100ml,1.5,72,7.6499999999999995,0.0,7.3500000000000005,1.35,2026-05-05,Tuesday,04MAY26
,Avonmore Protein Gold Milk,1.0,275,34.0,0.0,24.5,5.0,2026-05-05,Tuesday,04MAY26
,Tesco Deli Breakfast Wrap,1.0,487,17.5,4.0,56.1,20.1,2026-05-05,Tuesday,04MAY26
,Egg (Hardboiled),2.0,160,13.0,0.0,2.0,10.0,2026-05-05,Tuesday,04MAY26
,Naturis Strawberry and Banana  Smoothie (100ml),3.0,147,1.5,2.0999999999999996,33.3,0.0,2026-05-05,Tuesday,04MAY26
,Fried Egg (no oil),2.0,180,12.6,0.0,0.6,14.0,2026-05-05,Tuesday,04MAY26
,Walnuts,30.0,196.2,4.5,0.0,4.2,19.5,2026-05-07,Thursday,04MAY26
,White Bread (Slice),2.0,180,6.0,2.0,30.0,2.0,2026-05-07,Thursday,04MAY26
,Slice Ham,5.0,120,20.0,0.0,2.5,3.5,2026-05-07,Thursday,04MAY26
,Light Milk (100ml),5.0,235,17.5,0.0,24.5,7.5,2026-05-07,Thursday,04MAY26
,Egg (Hardboiled),1.0,80,6.5,0.0,1.0,5.0,2026-05-07,Thursday,04MAY26
,Avonmore Protein Gold Milk,1.0,275,34.0,0.0,24.5,5.0,2026-05-07,Thursday,04MAY26
,Tesco Deli Breakfast Wrap,1.0,487,17.5,4.0,56.1,20.1,2026-05-07,Thursday,04MAY26
,"Hake with Lemon and Garlic (Aldi, 100g)",2.0,234,35.6,0.0,1.8,9.4,2026-05-07,Thursday,04MAY26
13:00:00,"Buttermilk Mexican Chicken Thighs, Cajun and Lemon Wedges, Salsa and Chimicurri",1.0,500,45.0,2.0,20.0,15.0,2026-05-08,Friday,04MAY26
,Tray Bake ,0.5,140,2.5,0.5,16.0,7.5,2026-05-08,Friday,04MAY26
14:00:00,Banana,,0,0.0,0.0,0.0,0.0,2026-05-08,Friday,04MAY26
17:00:00,Egg (Hardboiled),4.0,320,26.0,0.0,4.0,20.0,2026-05-08,Friday,04MAY26
,Mixed Chicken,125.0,200,28.5,0.0,0.0,7.0,2026-05-08,Friday,04MAY26
,Red Lentils,100.0,130,9.4,10.6,52.0,0.6,2026-05-08,Friday,04MAY26
,Walnuts,10.0,65.4,1.5,0.0,1.4000000000000001,6.5,2026-05-08,Friday,04MAY26
20:45:00,Oats,26.7,112.67399999999999,2.3228999999999997,3.0972,11.9349,1.068,2026-05-08,Friday,04MAY26
,Greek Yoghurt 0%,100.0,51,18.099999999999998,0.0,3.2,0.0,2026-05-08,Friday,04MAY26
,Chia Seeds,15.0,64.05,2.895,4.905,1.305,4.2,2026-05-08,Friday,04MAY26
,Light Milk (100ml),1.0,47,3.5,0.0,4.9,1.5,2026-05-08,Friday,04MAY26
,Protein Powder,30.0,136.79999999999998,26.4,0.0,2.6399999999999997,2.28,2026-05-08,Friday,04MAY26
,Oats,26.7,112.67399999999999,2.3228999999999997,3.0972,11.9349,1.068,2026-05-09,Saturday,04MAY26
,Greek Yoghurt 0%,100.0,51,18.099999999999998,0.0,3.2,0.0,2026-05-09,Saturday,04MAY26
,Chia Seeds,15.0,64.05,2.895,4.905,1.305,4.2,2026-05-09,Saturday,04MAY26
,Light Milk (100ml),1.0,47,3.5,0.0,4.9,1.5,2026-05-09,Saturday,04MAY26
,Protein Powder,30.0,136.79999999999998,26.4,0.0,2.6399999999999997,2.28,2026-05-09,Saturday,04MAY26
,Egg (Hardboiled),1.0,80,6.5,0.0,1.0,5.0,2026-05-09,Saturday,04MAY26
,Mixed Chicken,125.0,200,28.5,0.0,0.0,7.0,2026-05-09,Saturday,04MAY26
,Red Lentils,150.0,195,14.1,15.9,78.0,0.9,2026-05-09,Saturday,04MAY26
,Walnuts,10.0,65.4,1.5,0.0,1.4000000000000001,6.5,2026-05-09,Saturday,04MAY26
,Banana,1.0,105,1.3,3.0,27.0,0.3,2026-05-09,Saturday,04MAY26
,Salmon Darne (100g),2.25,454.5,40.949999999999996,0.0,5.175,29.925,2026-05-09,Saturday,04MAY26
,"Buttermilk Mexican Chicken Thighs, Cajun and Lemon Wedges, Salsa and Chimicurri",1.0,500,30.0,2.0,20.0,15.0,2026-05-09,Saturday,04MAY26
,Oats,26.7,112.67399999999999,2.3228999999999997,3.0972,11.9349,1.068,2026-05-10,Sunday,04MAY26
,Greek Yoghurt 0%,100.0,51,18.099999999999998,0.0,3.2,0.0,2026-05-10,Sunday,04MAY26
,Chia Seeds,15.0,64.05,2.895,4.905,1.305,4.2,2026-05-10,Sunday,04MAY26
,Light Milk (100ml),1.0,47,3.5,0.0,4.9,1.5,2026-05-10,Sunday,04MAY26
,Protein Powder,30.0,136.79999999999998,26.4,0.0,2.6399999999999997,2.28,2026-05-10,Sunday,04MAY26
,Egg (Hardboiled),4.0,320,26.0,0.0,4.0,20.0,2026-05-10,Sunday,04MAY26
,Red Lentils,150.0,195,14.1,15.9,78.0,0.9,2026-05-10,Sunday,04MAY26
,Walnuts,10.0,65.4,1.5,0.0,1.4000000000000001,6.5,2026-05-10,Sunday,04MAY26
,Salmon Darne (100g),2.25,454.5,40.949999999999996,0.0,5.175,29.925,2026-05-10,Sunday,04MAY26
,Clear Whey,1.4,123.19999999999999,28.0,0.0,0.0,0.0,2026-05-10,Sunday,04MAY26
,Light Milk (100ml),4.0,188,14.0,0.0,19.6,6.0,2026-05-10,Sunday,04MAY26
,Oats,30.0,126.6,2.61,3.48,13.41,1.2,2026-05-11,Monday,11MAY26
,Greek Yoghurt 0%,125.0,63.75,22.625,0.0,4.0,0.0,2026-05-11,Monday,11MAY26
,Chia Seeds,15.0,64.05,2.895,4.905,1.305,4.2,2026-05-11,Monday,11MAY26
,Light Milk (100ml),1.25,58.75,4.375,0.0,6.125,1.875,2026-05-11,Monday,11MAY26
,Protein Powder,30.0,136.79999999999998,26.4,0.0,2.6399999999999997,2.28,2026-05-11,Monday,11MAY26
,Mixed Chicken,150.0,240,34.2,0.0,0.0,8.4,2026-05-11,Monday,11MAY26
,White Bread (Slice),4.0,360,12.0,4.0,60.0,4.0,2026-05-11,Monday,11MAY26
,Honey (Tbsp),1.4,89.6,0.0,0.0,23.799999999999997,0.0,2026-05-11,Monday,11MAY26
,Fried Egg (no oil),5.0,450,31.5,0.0,1.5,35.0,2026-05-11,Monday,11MAY26
,"Chicken Skin, Oven Baked (100g)",0.8,359.20000000000005,15.600000000000001,0.0,0.0,32.56,2026-05-11,Monday,11MAY26
,Protein Powder,32.0,145.92,28.16,0.0,2.816,2.432,2026-05-11,Monday,11MAY26
08:30:00,Oats,30.0,126.6,2.61,3.48,13.41,1.2,2026-05-12,Tuesday,11MAY26
17:30:00,Greek Yoghurt 0%,125.0,63.75,22.625,0.0,4.0,0.0,2026-05-12,Tuesday,11MAY26
,Chia Seeds,15.0,64.05,2.895,4.905,1.305,4.2,2026-05-12,Tuesday,11MAY26
,Light Milk (100ml),1.25,58.75,4.375,0.0,6.125,1.875,2026-05-12,Tuesday,11MAY26
,Protein Powder,30.0,136.79999999999998,26.4,0.0,2.6399999999999997,2.28,2026-05-12,Tuesday,11MAY26
12:00:00,Mega Roast Chicken and Champ Plus Gravy,1.0,700,56.0,4.0,53.0,23.0,2026-05-12,Tuesday,11MAY26
,Mixed Chicken,50.0,80,11.4,0.0,0.0,2.8000000000000003,2026-05-12,Tuesday,11MAY26
14:25:00,Banana,1.0,105,1.3,3.0,27.0,0.3,2026-05-12,Tuesday,11MAY26
19:00:00,Mixed Chicken,,0,0.0,0.0,0.0,0.0,2026-05-12,Tuesday,11MAY26
,Fried Egg (no oil),,0,0.0,0.0,0.0,0.0,2026-05-12,Tuesday,11MAY26
,Fish and Chips Fillet,1.0,600,30.0,0.0,30.0,20.0,2026-05-12,Tuesday,11MAY26
,Oats,30.0,126.6,2.61,3.48,13.41,1.2,2026-05-13,Wednesday,11MAY26
,Greek Yoghurt 0%,125.0,63.75,22.625,0.0,4.0,0.0,2026-05-13,Wednesday,11MAY26
,Chia Seeds,15.0,64.05,2.895,4.905,1.305,4.2,2026-05-13,Wednesday,11MAY26
,Light Milk (100ml),1.25,58.75,4.375,0.0,6.125,1.875,2026-05-13,Wednesday,11MAY26
,Protein Powder,30.0,136.79999999999998,26.4,0.0,2.6399999999999997,2.28,2026-05-13,Wednesday,11MAY26
,Roast Chicken With Mash Normal,1.0,600,45.0,4.0,50.0,21.0,2026-05-13,Wednesday,11MAY26
,Banana,2.0,210,2.6,6.0,54.0,0.6,2026-05-13,Wednesday,11MAY26
,Mixed Chicken,120.0,192,27.36,0.0,0.0,6.72,2026-05-13,Wednesday,11MAY26
,Chicken Shawarma ,1.0,400,30.0,4.0,50.0,20.0,2026-05-13,Wednesday,11MAY26
,Roast Chicken With Mash Normal,1.0,600,45.0,4.0,50.0,21.0,2026-05-15,Friday,11MAY26
,Tray Bake ,1.5,420,7.5,1.5,48.0,22.5,2026-05-15,Friday,11MAY26
,Soup of the Day (SAP),1.0,200,6.0,6.0,32.0,5.0,2026-05-15,Friday,11MAY26
,Banana,1.0,105,1.3,3.0,27.0,0.3,2026-05-15,Friday,11MAY26
,Roast Chicken With Mash Normal,1.0,600,45.0,4.0,50.0,21.0,2026-05-15,Friday,11MAY26
,Lidl Protein Drink,1.0,214,35.0,0.0,17.4,0.6,2026-05-15,Friday,11MAY26
,Banana,2.0,210,2.6,6.0,54.0,0.6,2026-05-16,Saturday,11MAY26
,Lidl Protein Drink,1.0,214,35.0,0.0,17.4,0.6,2026-05-16,Saturday,11MAY26
,Milbona Skyr yogurt,1.0,252,40.2,0.0,20.4,0.8999999999999999,2026-05-16,Saturday,11MAY26
,Olive Oil (1 tbsp),2.1,249.9,0.0,0.0,0.0,28.35,2026-05-16,Saturday,11MAY26
,Itsu Dumplings (Half Pack),1.0,118,6.0,1.9,14.5,3.6,2026-05-16,Saturday,11MAY26
,Tesco White Chocolate Cookie (45g),2.0,426,4.0,0.4,60.0,18.6,2026-05-16,Saturday,11MAY26
,Tesco Chocolate Donut,1.0,250,4.0,0.0,30.0,13.0,2026-05-16,Saturday,11MAY26
,Chicago Town Stuffed Crust Meat Feast Barbeque,0.5,846,34.0,6.2,108.0,30.0,2026-05-16,Saturday,11MAY26
,Fried Egg (no oil),3.0,270,18.9,0.0,0.8999999999999999,21.0,2026-05-17,Sunday,11MAY26
,White Bread (Slice),3.0,270,9.0,3.0,45.0,3.0,2026-05-17,Sunday,11MAY26
,Rasher,2.0,140,10.0,0.0,0.0,12.0,2026-05-17,Sunday,11MAY26
,Sugar (100g),0.1,40,0.0,0.0,10.0,0.0,2026-05-17,Sunday,11MAY26
,Smoked Salmon (100g),0.65,92.3,13.0,0.0,0.0,2.9250000000000003,2026-05-17,Sunday,11MAY26
,Golden Syrup (100g),0.2,75,0.0,0.0,15.8,0.0,2026-05-17,Sunday,11MAY26
,White Pudding (100g),0.33,64.02,3.96,0.0,4.29,3.6300000000000003,2026-05-17,Sunday,11MAY26
,Black Pudding (100g),0.25,48.5,4.275,0.0,0.075,3.325,2026-05-17,Sunday,11MAY26
,Light Milk (100ml),0.5,23.5,1.75,0.0,2.45,0.75,2026-05-17,Sunday,11MAY26
,Oats,27.0,113.94,2.3489999999999998,3.132,12.069,1.08,2026-05-17,Sunday,11MAY26
,Greek Yoghurt 0%,125.0,63.75,22.625,0.0,4.0,0.0,2026-05-17,Sunday,11MAY26
,Chia Seeds,15.0,64.05,2.895,4.905,1.305,4.2,2026-05-17,Sunday,11MAY26
,Light Milk (100ml),1.0,47,3.5,0.0,4.9,1.5,2026-05-17,Sunday,11MAY26
,Protein Powder,30.0,136.79999999999998,26.4,0.0,2.6399999999999997,2.28,2026-05-17,Sunday,11MAY26
,Mixed Chicken,120.0,192,27.36,0.0,0.0,6.72,2026-05-17,Sunday,11MAY26
,Fried Egg (no oil),3.0,270,18.9,0.0,0.8999999999999999,21.0,2026-05-17,Sunday,11MAY26
,Oats,27.0,113.94,2.3489999999999998,3.132,12.069,1.08,2026-05-18,Monday,18MAY26
,Greek Yoghurt 0%,125.0,63.75,22.625,0.0,4.0,0.0,2026-05-18,Monday,18MAY26
,Chia Seeds,15.0,64.05,2.895,4.905,1.305,4.2,2026-05-18,Monday,18MAY26
,Light Milk (100ml),1.0,47,3.5,0.0,4.9,1.5,2026-05-18,Monday,18MAY26
,Protein Powder,30.0,136.79999999999998,26.4,0.0,2.6399999999999997,2.28,2026-05-18,Monday,18MAY26
,Oat Baked Hake,1.0,400,25.0,4.0,38.0,12.0,2026-05-18,Monday,18MAY26
,Avonmore Protein Milk Vanilla (100ml),10.0,500,54.0,0.0,50.0,10.0,2026-05-18,Monday,18MAY26
,Mixed Chicken,120.0,192,27.36,0.0,0.0,6.72,2026-05-18,Monday,18MAY26
,Walnuts,35.0,228.9,5.25,0.0,4.9,22.75,2026-05-18,Monday,18MAY26
,White Wrap,1.0,180,6.0,2.0,28.0,4.0,2026-05-18,Monday,18MAY26
08:30:00,Mixed Chicken,120.0,192,27.36,0.0,0.0,6.72,2026-05-19,Tuesday,18MAY26
,White Bread (Slice),2.0,180,6.0,2.0,30.0,2.0,2026-05-19,Tuesday,18MAY26
,Cheddar Mozzarella Blend (100g),0.3,108,7.5,0.0,0.6,7.5,2026-05-19,Tuesday,18MAY26
,Olive Oil (1 tbsp),0.5,59.5,0.0,0.0,0.0,6.75,2026-05-19,Tuesday,18MAY26
,Fried Egg (no oil),3.0,270,18.9,0.0,0.8999999999999999,21.0,2026-05-19,Tuesday,18MAY26
12:00:00,Kimchi Chicken,1.0,400,32.0,4.0,38.0,12.0,2026-05-19,Tuesday,18MAY26
14:30:00,Banana,1.0,105,1.3,3.0,27.0,0.3,2026-05-19,Tuesday,18MAY26
